7.066462332662768559e-04,4.208967959749359977e+01,9.941166131539865836e-01,3.578838557379624035e+03,4.476638190409144014e-01,3.078379792879023853e+02,1.427326454992098297e+04,8.762187787114253723e+00,1.129776641204538379e+01,7.039802528061905786e-04,2.951470511014333997e+00,-5.467949847998743174e-01,9.998873510373993412e-01
1.002214275671406678e-03,1.909969794411544797e+01,9.972186402884519740e-01,3.434080363564424260e+03,4.723869064701941567e-01,2.490281785784982276e+02,1.371722175631357095e+04,8.721191576372739007e+00,1.115893467231887826e+01,7.677664541662850050e-04,2.772516502439022368e+00,-5.595409406531199892e-01,9.999050297904655826e-01
5.021071978897155390e-03,5.307951576358410861e+00,9.992755922489241494e-01,3.664981308642111799e+03,6.416961278437862681e-01,2.529321766459991636e+02,1.465461728299210517e+04,8.261812121651846752e+00,9.704439296608541099e+00,1.460534257194687734e-03,2.073762831111349847e+00,-6.791912722348916187e-01,9.999742165321410248e-01
1.242153874840689065e-01,1.890078265681370695e+01,9.985972228141245521e-01,6.737181077558161633e+03,7.507886384747808339e-01,1.965424873094880240e+02,2.692982352757583431e+04,6.228940056022064908e+00,7.358825103231310116e+00,1.719731993572547104e-03,1.767377255819379211e+00,-6.841208342251590135e-01,9.997523703471397072e-01
1.355179337024237053e-03,8.570762832046273871e+00,9.978699994341102553e-01,2.012556759440114547e+03,5.532382375375555217e-01,2.029546305375105817e+02,8.041656274928405765e+03,8.324006614841493956e+00,1.023205829675035261e+01,1.315351755443401605e-03,2.265673592492402300e+00,-6.065493573026109475e-01,9.999255433190261666e-01
1.242220755766902662e-03,1.811563462424270909e+01,9.962940098531226640e-01,2.444572764337634908e+03,5.132831078790104362e-01,3.209230377842650341e+02,9.760175422726333636e+03,8.366221142993335746e+00,1.055333506210827466e+01,8.672149523690148628e-04,2.609258149693948425e+00,-5.713117856963145780e-01,9.998815015337797485e-01
2.271466926330936633e-03,5.023458504172970862e+01,9.893791732251824289e-01,2.366443828177884825e+03,4.860769607820734639e-01,2.523886543184105449e+02,9.415540727669798798e+03,7.890223373834496456e+00,1.023057883327773432e+01,7.880303849108310750e-04,2.836215304737653931e+00,-5.208283063499612453e-01,9.995864145405677359e-01
1.489639883504422779e-01,2.180346139623983959e+01,9.975699201760193091e-01,4.486197414490916344e+03,8.008481442314203669e-01,1.397325717922639114e+02,1.792298619656741721e+04,6.102782898229294872e+00,6.994634042138001995e+00,2.343531562360920677e-03,1.492246273371767629e+00,-7.321025197746390267e-01,9.998387672396256143e-01
6.155707539313448346e-04,6.875697853908654622e+01,9.903566466971529536e-01,3.566973681495751407e+03,4.170058023127440894e-01,2.591400363622411760e+02,1.419913774744392504e+04,8.711050509819241228e+00,1.139560111249872598e+01,7.014733260481444133e-04,3.064592063610852790e+00,-5.238573494359309857e-01,9.998260796220361790e-01
2.119212144869180546e-03,3.563901566156209810e+01,9.961820247355646085e-01,4.668169775789789128e+03,5.230189322583551625e-01,2.760174293865891286e+02,1.863704008749757850e+04,8.709088238439250063e+00,1.092843601015949417e+01,8.477657417576661388e-04,2.774993940062656428e+00,-5.952569577707456094e-01,9.999466037514698202e-01
5.970637460584041819e-04,6.719043638272391661e+01,9.911749502081139696e-01,3.807057903317029741e+03,4.323835584740085558e-01,2.517361389785049255e+02,1.516104117688537735e+04,8.812642922598428186e+00,1.144388728161878888e+01,6.980153314531709714e-04,3.013968327396265856e+00,-5.378003378832340031e-01,9.998781581693900744e-01
1.199236454240568562e-03,1.655479855476838580e+01,9.962767604977511571e-01,2.224079332981187690e+03,5.405379524419640092e-01,3.021363364839110659e+02,8.879762533369947050e+03,8.351333397249593560e+00,1.038476664168284458e+01,9.616663360647825743e-04,2.412630820339344506e+00,-5.910592657910183068e-01,9.999091113364801942e-01
2.141315795292455127e-03,2.956547632701808226e+01,9.922350715302213908e-01,1.904727084609726262e+03,6.846354968764818416e-01,2.434939116825885890e+02,7.589342862111874638e+03,8.304125913317914609e+00,9.503156264737356196e+00,1.456146409327178448e-03,1.699566620483846213e+00,-7.052992793583852116e-01,9.999828870403184577e-01
