epoch,accuracy,loss,val_accuracy,val_loss
0,0.8791666626930237,0.7064060568809509,0.8450000286102295,0.9321336150169373
1,0.9775000214576721,0.4554225504398346,0.875,0.767949104309082
2,0.9825000166893005,0.41543126106262207,0.9100000262260437,0.605620265007019
3,0.984375,0.3996514081954956,0.9750000238418579,0.46736329793930054
